Date,EURUSD=X_forecast,CAD=X_forecast
2023-01-02,0.0031100873339940105,-0.00905590749728219
2023-01-03,0.004709472826416289,-0.00629458348410486
2023-01-04,-0.0013348104914161218,-0.008276262456225258
2023-01-05,-0.015094884465838843,0.012381525946510985
2023-01-06,0.0161510976751017,0.0017548469767419417
2023-01-09,-0.0008732584708417979,0.009172995874474982
2023-01-10,0.01705279001549631,-0.01699736999171704
2023-01-11,0.015125199648118925,-0.012456135532642826
2023-01-12,0.0029796459270284015,-0.0032236800843140363
2023-01-13,0.002066964698350564,-0.003526507245344701
2023-01-16,0.008792129072815763,-0.030342975636016067
2023-01-17,0.0019849795494516764,-0.021153772705997942
2023-01-18,0.0008694986249330183,-0.019000357136775094
2023-01-19,0.0015967788319578395,-0.010909720440092197
2023-01-20,-0.014323603173043375,-0.010071300036119057
2023-01-23,-0.003407567447605689,-0.014096316807716891
2023-01-24,0.010868438333273667,-0.016735684035048326
2023-01-25,0.006563860325969738,-0.01573982796586866
2023-01-26,0.0032303485480502173,-0.01554497206544686
2023-01-27,0.0011608039581375365,-0.018259451805011373
2023-01-30,0.009742125987683148,-0.011705223294083106
2023-01-31,0.007590509220934967,-0.006671610866017114
2023-02-01,-0.007833207749938953,-0.0026697224069357206
2023-02-02,0.00714034897300031,-0.0038204110087965565
2023-02-03,0.008685196534833073,-0.01729673231731066
2023-02-06,-0.0013883844095874953,0.010110606224269875
2023-02-07,-0.013058418385993587,0.012245529255105247
2023-02-08,-0.01342125054723639,0.01961865566443577
2023-02-09,-0.000436129849619743,0.017033151448699047
2023-02-10,-0.008319983939720305,0.016766584931804482
2023-02-13,-0.005295152094724798,0.010376957177675894
2023-02-14,0.011043636897216325,0.018890523557773542
2023-02-15,0.009757169848310487,0.008143939244487253
2023-02-16,0.004267917711148341,0.006175631078741618
2023-02-17,-0.005111798153873054,0.012239023851835396
2023-02-20,-0.01517882544942939,0.014586515585244042
2023-02-21,-0.00991182258622749,0.009639941086050652
2023-02-22,-0.0013736713987720084,0.008585287576308082
2023-02-23,-0.012936688016687792,0.01218883290074424
2023-02-24,-0.008659320068674634,0.01764742575546091
2023-02-27,-0.00443854635710748,0.016363723139359444
2023-02-28,-0.009839133615725942,0.02066068156872075
2023-03-01,-0.0023936561510434773,0.009114086000599875
2023-03-02,-0.011936305806360237,0.013119772960662357
2023-03-03,0.0014529778196561427,-0.003196800209998907
2023-03-06,2.533103040587223e-05,0.006529047592540638
2023-03-07,-0.0011984108708271643,-0.002271091673528132
2023-03-08,-0.00264121102666115,-0.008842400444239201
2023-03-09,-0.020941283686842116,0.015878978947759137
2023-03-10,-0.01862584267392467,0.005001566791130135
2023-03-13,-0.014553687021388526,0.006005514313047355
2023-03-14,0.0005995728223239793,-0.011428633810899869
2023-03-15,0.004354744475028038,-0.016504857333019318
2023-03-16,0.00890800702466013,-0.01460167349323161
2023-03-17,-0.005736575854166148,0.011586705617225412
2023-03-20,0.00338459989385545,0.004629534859958234
2023-03-21,0.0032032948586075347,-0.007278299587971215
2023-03-22,0.007485821810857607,-0.013136677552368026
2023-03-23,-0.0013098106262351972,-0.02046398685699863
2023-03-24,-0.001887043319961819,-0.03273219910759928
2023-03-27,-0.00111294217659519,-0.022758025801601356
2023-03-28,-0.002148305342301947,-0.010337362573813458
2023-03-29,0.009538141394830002,-0.013687761237106383
2023-03-30,0.014127837189397502,-0.017070801495082943
2023-03-31,0.012279332949019839,-0.015312633182718506
2023-04-03,0.012721800963659047,-0.022971698917533145
2023-04-04,0.0105496479345447,-0.0032773234036793664
2023-04-05,0.015000620312611845,-0.021127735944916015
2023-04-06,0.007803193376948989,-0.025780628239572945
2023-04-07,0.00293254668101281,-0.012897470502724773
2023-04-10,-0.0045000795346503975,-0.013813918543655435
2023-04-11,-0.003801474613877351,-0.010714542492614117
2023-04-12,-0.0020674216082637426,-0.0017590681037671363
2023-04-13,0.00457979345561324,-0.009636855358349294
2023-04-14,0.005751434447262463,-0.022009662376889616
2023-04-17,0.01708097657478369,-0.02749708671806156
2023-04-18,0.006256856422789059,-0.012566737175295883
2023-04-19,-0.0002289403637326659,-0.0004829555818543496
2023-04-20,2.490552705316975e-05,-0.008893370119415378
2023-04-21,-0.010818559521574733,-0.003636000144015966
2023-04-24,-0.007859039857599462,-0.006296839555573253
2023-04-25,-0.012306948945482177,-0.009001340633125576
2023-04-26,-0.006448784235049439,-0.01902247606651819
2023-04-27,-0.015043319893135731,-0.0025320578965117857
2023-04-28,-0.010120793389393284,-0.014052762086340653
2023-05-01,-0.0016735256815167826,-0.00934115400656274
2023-05-02,0.0033908949944778943,-0.004299372033109317
